Ping_date,Ping_time,Ping_milliseconds,Latitude,Longitude,Position_status,Depth,Line_status,Ping_status,Altitude,GPS_UTC_time
2018-08-29,01:04:34,689.0,999.00000000,999.00000000,4,51.246488,1,0,-9.9e+37,-1
2018-08-29,01:04:36,210.0,999.00000000,999.00000000,4,51.388723,1,0,-9.9e+37,-1
2018-08-29,01:04:37,729.0,999.00000000,999.00000000,4,51.358385,1,0,-9.9e+37,-1
2018-08-29,01:04:39,250.0,999.00000000,999.00000000,4,51.357893,1,0,-9.9e+37,-1
2018-08-29,01:04:40,769.0,999.00000000,999.00000000,4,51.352571,1,0,-9.9e+37,-1
2018-08-29,01:04:42,289.0,999.00000000,999.00000000,4,51.356223,1,0,-9.9e+37,-1
2018-08-29,01:04:43,809.0,999.00000000,999.00000000,4,51.048450,1,0,-9.9e+37,-1
2018-08-29,01:04:45,329.0,999.00000000,999.00000000,4,51.046783,1,0,-9.9e+37,-1
2018-08-29,01:04:46,849.0,999.00000000,999.00000000,4,51.048435,1,0,-9.9e+37,-1
2018-08-29,01:04:48,369.0,999.00000000,999.00000000,4,51.226528,1,0,-9.9e+37,-1
2018-08-29,01:04:49,890.0,999.00000000,999.00000000,4,51.224971,1,0,-9.9e+37,-1
2018-08-29,01:04:51,409.0,999.00000000,999.00000000,4,51.226366,1,0,-9.9e+37,-1
2018-08-29,01:04:52,930.0,999.00000000,999.00000000,4,51.331932,1,0,-9.9e+37,-1
2018-08-29,01:04:54,450.0,999.00000000,999.00000000,4,51.330564,1,0,-9.9e+37,-1
2018-08-29,01:04:55,969.0,999.00000000,999.00000000,4,51.332349,1,0,-9.9e+37,-1
2018-08-29,01:04:57,489.0,999.00000000,999.00000000,4,51.135329,1,0,-9.9e+37,-1
2018-08-29,01:04:59,009.0,999.00000000,999.00000000,4,51.133123,1,0,-9.9e+37,-1
2018-08-29,01:05:00,529.0,999.00000000,999.00000000,4,51.135326,1,0,-9.9e+37,-1
2018-08-29,01:05:02,048.0,999.00000000,999.00000000,4,51.412287,1,0,-9.9e+37,-1
2018-08-29,01:05:03,568.0,999.00000000,999.00000000,4,51.298381,1,0,-9.9e+37,-1
2018-08-29,01:05:05,088.0,999.00000000,999.00000000,4,51.294877,1,0,-9.9e+37,-1
2018-08-29,01:05:06,607.0,999.00000000,999.00000000,4,51.297672,1,0,-9.9e+37,-1
2018-08-29,01:05:08,128.0,999.00000000,999.00000000,4,51.422096,1,0,-9.9e+37,-1
2018-08-29,01:05:09,648.0,999.00000000,999.00000000,4,51.301513,1,0,-9.9e+37,-1
2018-08-29,01:05:11,169.0,999.00000000,999.00000000,4,51.300540,1,0,-9.9e+37,-1
2018-08-29,01:05:12,688.0,999.00000000,999.00000000,4,51.303252,1,0,-9.9e+37,-1
2018-08-29,01:05:14,198.0,999.00000000,999.00000000,4,51.347577,1,0,-9.9e+37,-1
2018-08-29,01:05:15,718.0,999.00000000,999.00000000,4,51.150126,1,0,-9.9e+37,-1
2018-08-29,01:05:17,238.0,999.00000000,999.00000000,4,51.148835,1,0,-9.9e+37,-1
2018-08-29,01:05:18,758.0,999.00000000,999.00000000,4,51.150047,1,0,-9.9e+37,-1
2018-08-29,01:05:20,278.0,999.00000000,999.00000000,4,51.174131,1,0,-9.9e+37,-1
2018-08-29,01:05:21,798.0,999.00000000,999.00000000,4,51.175476,1,0,-9.9e+37,-1
2018-08-29,01:05:23,318.0,999.00000000,999.00000000,4,51.404520,1,0,-9.9e+37,-1
2018-08-29,01:05:24,838.0,999.00000000,999.00000000,4,51.264755,1,0,-9.9e+37,-1
2018-08-29,01:05:26,358.0,999.00000000,999.00000000,4,51.264287,1,0,-9.9e+37,-1
2018-08-29,01:05:27,878.0,999.00000000,999.00000000,4,51.265267,1,0,-9.9e+37,-1
2018-08-29,01:05:29,398.0,999.00000000,999.00000000,4,51.409639,1,0,-9.9e+37,-1
2018-08-29,01:05:30,918.0,999.00000000,999.00000000,4,51.590042,1,0,-9.9e+37,-1
2018-08-29,01:05:32,438.0,999.00000000,999.00000000,4,51.202662,1,0,-9.9e+37,-1
2018-08-29,01:05:33,958.0,999.00000000,999.00000000,4,51.199770,1,0,-9.9e+37,-1
2018-08-29,01:05:35,478.0,999.00000000,999.00000000,4,51.078575,1,0,-9.9e+37,-1
2018-08-29,01:05:36,998.0,999.00000000,999.00000000,4,51.077621,1,0,-9.9e+37,-1
2018-08-29,01:05:38,518.0,999.00000000,999.00000000,4,51.078857,1,0,-9.9e+37,-1
2018-08-29,01:05:40,038.0,999.00000000,999.00000000,4,51.354058,1,0,-9.9e+37,-1
2018-08-29,01:05:41,558.0,999.00000000,999.00000000,4,51.267366,1,0,-9.9e+37,-1
2018-08-29,01:05:43,078.0,999.00000000,999.00000000,4,51.266058,1,0,-9.9e+37,-1
