Ping_date,Ping_time,Ping_milliseconds,Latitude,Longitude,Position_status,Depth,Line_status,Ping_status,Altitude,GPS_UTC_time
2018-08-29,01:05:40,038.0,999.00000000,999.00000000,4,50.753405,1,0,-9.9e+37,-1
2018-08-29,01:05:41,558.0,999.00000000,999.00000000,4,50.667761,1,0,-9.9e+37,-1
2018-08-29,01:05:43,078.0,999.00000000,999.00000000,4,50.666469,1,0,-9.9e+37,-1
2018-08-29,01:05:44,598.0,999.00000000,999.00000000,4,50.551591,1,0,-9.9e+37,-1
2018-08-29,01:05:46,118.0,999.00000000,999.00000000,4,50.550463,1,0,-9.9e+37,-1
2018-08-29,01:05:47,638.0,999.00000000,999.00000000,4,50.551845,1,0,-9.9e+37,-1
2018-08-29,01:05:49,158.0,999.00000000,999.00000000,4,50.794326,1,0,-9.9e+37,-1
2018-08-29,01:05:50,678.0,999.00000000,999.00000000,4,50.731090,1,0,-9.9e+37,-1
2018-08-29,01:05:52,198.0,999.00000000,999.00000000,4,50.729496,1,0,-9.9e+37,-1
2018-08-29,01:05:53,718.0,999.00000000,999.00000000,4,50.731165,1,0,-9.9e+37,-1
2018-08-29,01:05:55,239.0,999.00000000,999.00000000,4,50.501480,1,0,-9.9e+37,-1
2018-08-29,01:05:56,758.0,999.00000000,999.00000000,4,50.499996,1,0,-9.9e+37,-1
2018-08-29,01:05:58,278.0,999.00000000,999.00000000,4,50.501538,1,0,-9.9e+37,-1
2018-08-29,01:05:59,799.0,999.00000000,999.00000000,4,50.801779,1,0,-9.9e+37,-1
